494,2;-0,6%
494,7;-0,6%
495,1;-0,6%
495,6;-0,6%
496,1;-0,6%
496,6;-0,7%
497,1;-0,7%
497,5;-0,7%
498,0;-0,7%
498,5;-0,7%
499,0;-0,7%
499,5;-0,7%
500,0;-0,7%
500,4;-0,7%
500,9;-0,7%
501,4;-0,6%
501,9;-0,6%
502,4;-0,6%
502,8;-0,6%
503,3;-0,6%
503,8;-0,6%
504,3;-0,6%
504,8;-0,6%
505,3;-0,6%
505,7;-0,6%
506,2;-0,6%
506,7;-0,6%
507,2;-0,6%
507,7;-0,6%
508,2;-0,6%
508,6;-0,6%
509,1;-0,6%
509,6;-0,6%
510,1;-0,6%
510,6;-0,6%
511,0;-0,6%
511,5;-0,6%
512,0;-0,6%
512,5;-0,6%
513,0;-0,6%
513,5;-0,6%
513,9;-0,6%
514,4;-0,6%
514,9;-0,6%
515,4;-0,6%
515,9;-0,6%
516,3;-0,6%
516,8;-0,6%
517,3;-0,6%
517,8;-0,6%
518,3;-0,6%
518,8;-0,6%
519,2;-0,6%
519,7;-0,6%
520,2;-0,6%
520,7;-0,6%
521,2;-0,6%
521,7;-0,6%
522,1;-0,6%
522,6;-0,6%
523,1;-0,6%
523,6;-0,6%
524,1;-0,6%
524,5;-0,6%
525,0;-0,6%
525,5;-0,6%
526,0;-0,6%
526,5;-0,6%
527,0;-0,6%
527,4;-0,6%
527,9;-0,6%
528,4;-0,6%
528,9;-0,6%
529,4;-0,6%
529,8;-0,6%
530,3;-0,6%
530,8;-0,6%
531,3;-0,6%
531,8;-0,6%
532,3;-0,6%
532,7;-0,6%
533,2;-0,6%
533,7;-0,6%
534,2;-0,6%
534,7;-0,6%
535,1;-0,6%
535,6;-0,6%
536,1;-0,5%
536,6;-0,5%
537,1;-0,5%
537,6;-0,5%
538,0;-0,5%
538,5;-0,5%
539,0;-0,5%
539,5;-0,5%
540,0;-0,5%
540,5;-0,5%
540,9;-0,5%
541,4;-0,5%
541,9;-0,5%
542,4;-0,5%
542,9;-0,5%
543,3;-0,6%
543,8;-0,6%
544,3;-0,6%
544,8;-0,6%
545,3;-0,6%
545,8;-0,6%
546,2;-0,6%
546,7;-0,6%
547,2;-0,6%
547,7;-0,6%
548,2;-0,6%
548,6;-0,6%
549,1;-0,6%
549,6;-0,6%
550,1;-0,6%
550,6;-0,6%
551,1;-0,6%
551,5;-0,6%
552,0;-0,6%
552,5;-0,6%
553,0;-0,6%
553,5;-0,6%
554,0;-0,6%
554,4;-0,6%
554,9;-0,6%
555,4;-0,6%
555,9;-0,6%
556,4;-0,6%
556,8;-0,6%
557,3;-0,6%
557,8;-0,6%
558,3;-0,6%
558,8;-0,6%
559,3;-0,6%
559,7;-0,6%
560,2;-0,6%
560,7;-0,6%
561,2;-0,6%
561,7;-0,6%
562,1;-0,6%
562,6;-0,6%
563,1;-0,7%
563,6;-0,6%
564,1;-0,6%
564,6;-0,6%
565,0;-0,6%
565,5;-0,6%
566,0;-0,6%
566,5;-0,6%
567,0;-0,6%
567,5;-0,6%
567,9;-0,6%
568,4;-0,6%
568,9;-0,6%
569,4;-0,6%
569,9;-0,6%
570,3;-0,6%
570,8;-0,7%
571,3;-0,7%
571,8;-0,7%
572,3;-0,7%
572,8;-0,7%
573,2;-0,7%
573,7;-0,7%
574,2;-0,7%
574,7;-0,7%
575,2;-0,7%
575,6;-0,7%
576,1;-0,7%
576,6;-0,7%
577,1;-0,7%
577,6;-0,7%
578,1;-0,7%
578,5;-0,7%
579,0;-0,7%
579,5;-0,7%
580,0;-0,6%
580,5;-0,6%
581,0;-0,6%
581,4;-0,6%
581,9;-0,6%
582,4;-0,6%
582,9;-0,6%
583,4;-0,6%
583,8;-0,6%
584,3;-0,6%
584,8;-0,6%
585,3;-0,6%
585,8;-0,6%
586,3;-0,6%
586,7;-0,6%
587,2;-0,7%
587,7;-0,7%
588,2;-0,7%
588,7;-0,7%
589,1;-0,7%
589,6;-0,7%
590,1;-0,7%
590,6;-0,7%
591,1;-0,7%
591,6;-0,7%
592,0;-0,7%
592,5;-0,7%
593,0;-0,7%
593,5;-0,7%
594,0;-0,7%
594,5;-0,7%
594,9;-0,7%
595,4;-0,7%
595,9;-0,7%
596,4;-0,7%
596,9;-0,7%
597,3;-0,7%
597,8;-0,7%
598,3;-0,7%
598,8;-0,7%
599,3;-0,7%
599,8;-0,7%
600,2;-0,7%
600,7;-0,7%
601,2;-0,7%
601,7;-0,7%
602,2;-0,7%
602,6;-0,7%
603,1;-0,7%
603,6;-0,7%
604,1;-0,7%
604,6;-0,7%
605,1;-0,7%
605,5;-0,8%
606,0;-0,7%
606,5;-0,7%
607,0;-0,7%
607,5;-0,7%
607,9;-0,7%
608,4;-0,7%
608,9;-0,7%
609,4;-0,7%
609,9;-0,7%
610,4;-0,7%
610,8;-0,7%
611,3;-0,7%
611,8;-0,7%
612,3;-0,7%
612,8;-0,7%
613,3;-0,7%
613,7;-0,7%
614,2;-0,7%
614,7;-0,7%
615,2;-0,7%
615,7;-0,7%
616,1;-0,7%
616,6;-0,7%
617,1;-0,7%
617,6;-0,7%
618,1;-0,7%
618,6;-0,7%
619,0;-0,7%
619,5;-0,7%
620,0;-0,7%
620,5;-0,7%
621,0;-0,7%
621,4;-0,8%
621,9;-0,8%
622,4;-0,8%
622,9;-0,8%
623,4;-0,8%
623,9;-0,8%
624,3;-0,8%
624,8;-0,8%
625,3;-0,8%
625,8;-0,8%
626,3;-0,8%
626,8;-0,8%
627,2;-0,8%
627,7;-0,8%
628,2;-0,7%
628,7;-0,7%
629,2;-0,7%
629,6;-0,7%
630,1;-0,7%
630,6;-0,7%
631,1;-0,7%
631,6;-0,7%
632,1;-0,7%
632,5;-0,7%
633,0;-0,7%
633,5;-0,7%
634,0;-0,7%
634,5;-0,7%
634,9;-0,7%
635,4;-0,8%
635,9;-0,8%
636,4;-0,7%
636,9;-0,7%
637,4;-0,7%
637,8;-0,7%
638,3;-0,7%
638,8;-0,7%
639,3;-0,7%
639,8;-0,7%
640,3;-0,7%
640,7;-0,7%
641,2;-0,7%
641,7;-0,7%
642,2;-0,7%
642,7;-0,7%
643,1;-0,7%
643,6;-0,7%
644,1;-0,7%
644,6;-0,7%
645,1;-0,7%
645,6;-0,7%
646,0;-0,7%
646,5;-0,7%
647,0;-0,7%
647,5;-0,7%
648,0;-0,7%
648,4;-0,7%
648,9;-0,7%
649,4;-0,7%
649,9;-0,7%
650,4;-0,7%
650,9;-0,7%
651,3;-0,7%
651,8;-0,7%
652,3;-0,7%
652,8;-0,7%
653,3;-0,7%
653,8;-0,7%
654,2;-0,7%
654,7;-0,7%
655,2;-0,7%
655,7;-0,7%
656,2;-0,7%
656,6;-0,7%
657,1;-0,7%
657,6;-0,7%
658,1;-0,7%
658,6;-0,7%
659,1;-0,7%
659,5;-0,7%
660,0;-0,7%
660,5;-0,7%
661,0;-0,7%
661,5;-0,7%
661,9;-0,7%
662,4;-0,7%
662,9;-0,7%
663,4;-0,6%
663,9;-0,6%
664,4;-0,6%
664,8;-0,7%
665,3;-0,7%
665,8;-0,7%
666,3;-0,7%
666,8;-0,7%
667,2;-0,6%
667,7;-0,6%
668,2;-0,5%
668,7;-0,5%
669,2;-0,5%
669,7;-0,5%
670,1;-0,5%
670,6;-0,5%
671,1;-0,5%
671,6;-0,6%
672,1;-0,6%
672,6;-0,6%
673,0;-0,6%
673,5;-0,6%
674,0;-0,6%
674,5;-0,6%
675,0;-0,6%
675,4;-0,5%
675,9;-0,5%
676,4;-0,5%
676,9;-0,5%
677,4;-0,5%
677,9;-0,5%
678,3;-0,5%
678,8;-0,5%
679,3;-0,5%
679,8;-0,5%
680,3;-0,5%
680,7;-0,5%
681,2;-0,5%
681,7;-0,4%
682,2;-0,4%
682,7;-0,4%
683,2;-0,4%
683,6;-0,4%
684,1;-0,4%
684,6;-0,4%
685,1;-0,4%
685,6;-0,4%
686,1;-0,4%
686,5;-0,4%
687,0;-0,4%
687,5;-0,4%
688,0;-0,4%
688,5;-0,4%
688,9;-0,3%
689,4;-0,3%
689,9;-0,3%
690,4;-0,3%
690,9;-0,3%
691,4;-0,3%
691,8;-0,3%
692,3;-0,2%
692,8;-0,2%
693,3;-0,2%
693,8;-0,2%
694,2;-0,2%
694,7;-0,2%
695,2;-0,1%
695,7;-0,1%
696,2;-0,1%
696,7;-0,1%
697,1;0,0%
697,6;0,0%
698,1;0,0%
698,6;0,1%
699,1;0,1%
699,6;0,2%
700,0;0,2%
700,5;0,3%
701,0;0,3%
701,5;0,4%
702,0;0,5%
702,4;0,5%
702,9;0,6%
703,4;0,7%
703,9;0,8%
704,4;0,9%
704,9;1,0%
705,3;1,1%
705,8;1,2%
706,3;1,3%
706,8;1,5%
707,3;1,6%
707,7;1,8%
708,2;2,0%
708,7;2,2%
709,2;2,4%
709,7;2,6%
710,2;2,9%
710,6;3,2%
711,1;3,5%
711,6;3,9%
712,1;4,3%
712,6;4,8%
713,1;5,4%
713,5;6,0%
714,0;6,8%
714,5;7,7%
715,0;8,8%
715,5;10,0%
715,9;11,5%
716,4;13,0%
716,9;14,7%
717,4;16,3%
717,9;17,6%
718,4;18,4%
718,8;18,7%
719,3;18,2%
719,8;17,2%
720,3;15,8%
720,8;14,1%
721,2;12,4%
721,7;10,8%
722,2;9,5%
722,7;8,4%
723,2;7,5%
723,7;6,9%
724,1;6,5%
724,6;6,3%
725,1;6,3%
725,6;6,4%
726,1;6,6%
726,5;7,1%
727,0;7,8%
727,5;8,6%
728,0;9,5%
728,5;10,4%
729,0;11,2%
729,4;11,7%
729,9;11,8%
730,4;11,4%
730,9;10,6%
731,4;9,5%
731,9;8,2%
732,3;6,8%
732,8;5,5%
733,3;4,4%
733,8;3,5%
734,3;2,7%
734,7;2,2%
735,2;1,7%
735,7;1,4%
736,2;1,2%
736,7;1,0%
737,2;0,8%
737,6;0,7%
738,1;0,6%
738,6;0,5%
739,1;0,4%
739,6;0,3%
740,0;0,3%
740,5;0,2%
741,0;0,2%
741,5;0,1%
742,0;0,1%
742,5;0,1%
742,9;0,0%
743,4;0,0%
743,9;0,0%
744,4;0,0%
744,9;-0,1%
745,4;-0,1%
745,8;-0,1%
746,3;-0,1%
746,8;-0,1%
747,3;-0,2%
747,8;-0,2%
748,2;-0,2%
748,7;-0,2%
749,2;-0,2%
749,7;-0,2%
750,2;-0,3%
750,7;-0,3%
751,1;-0,3%
751,6;-0,3%
752,1;-0,3%
752,6;-0,3%
753,1;-0,4%
753,5;-0,4%
754,0;-0,4%
754,5;-0,4%
755,0;-0,4%
755,5;-0,4%
756,0;-0,4%
756,4;-0,4%
756,9;-0,4%
757,4;-0,4%
757,9;-0,4%
758,4;-0,4%
758,9;-0,5%
759,3;-0,5%
759,8;-0,5%
760,3;-0,5%
760,8;-0,5%
761,3;-0,5%
761,7;-0,5%
762,2;-0,5%
762,7;-0,5%
763,2;-0,5%
763,7;-0,5%
764,2;-0,5%
764,6;-0,5%
765,1;-0,5%
765,6;-0,5%
766,1;-0,5%
766,6;-0,5%
767,0;-0,5%
767,5;-0,5%
768,0;-0,5%
768,5;-0,5%
769,0;-0,5%
769,5;-0,5%
769,9;-0,5%
770,4;-0,5%
770,9;-0,5%
771,4;-0,5%
771,9;-0,5%
772,4;-0,6%
772,8;-0,6%
773,3;-0,6%
773,8;-0,6%
774,3;-0,6%
774,8;-0,6%
775,2;-0,6%
775,7;-0,6%
776,2;-0,6%
776,7;-0,6%
777,2;-0,6%
777,7;-0,6%
778,1;-0,6%
778,6;-0,6%
779,1;-0,6%
779,6;-0,6%
780,1;-0,6%
780,5;-0,6%
781,0;-0,6%
781,5;-0,6%
782,0;-0,6%
782,5;-0,6%
783,0;-0,6%
783,4;-0,6%
783,9;-0,6%
784,4;-0,6%
784,9;-0,6%
785,4;-0,6%
785,9;-0,6%
786,3;-0,6%
786,8;-0,6%
787,3;-0,6%
787,8;-0,6%
788,3;-0,6%
788,7;-0,6%
789,2;-0,6%
789,7;-0,6%
790,2;-0,6%
790,7;-0,6%
791,2;-0,6%
791,6;-0,6%
792,1;-0,6%
792,6;-0,6%
793,1;-0,6%
793,6;-0,6%
794,0;-0,6%
794,5;-0,6%
795,0;-0,6%
795,5;-0,6%
796,0;-0,6%
796,5;-0,6%
796,9;-0,6%
797,4;-0,6%
797,9;-0,6%
798,4;-0,7%
798,9;-0,7%
799,3;-0,7%
799,8;-0,7%
800,3;-0,7%
800,8;-0,7%
801,3;-0,7%
801,8;-0,6%
802,2;-0,6%
802,7;-0,6%
803,2;-0,6%
803,7;-0,6%
804,2;-0,6%
804,7;-0,6%
805,1;-0,6%
805,6;-0,6%
806,1;-0,6%
806,6;-0,6%
807,1;-0,6%
807,5;-0,6%
808,0;-0,6%
808,5;-0,6%
809,0;-0,7%
809,5;-0,7%
810,0;-0,7%
810,4;-0,7%
810,9;-0,7%
811,4;-0,7%
811,9;-0,7%
812,4;-0,7%
812,8;-0,7%
813,3;-0,7%
813,8;-0,7%
814,3;-0,7%
814,8;-0,7%
815,3;-0,7%
815,7;-0,7%
816,2;-0,7%
816,7;-0,7%
817,2;-0,7%
817,7;-0,7%
818,2;-0,7%
818,6;-0,7%
819,1;-0,7%
819,6;-0,7%
820,1;-0,7%
820,6;-0,7%
821,0;-0,7%
821,5;-0,7%
822,0;-0,7%
822,5;-0,7%
823,0;-0,7%
823,5;-0,7%
823,9;-0,7%
824,4;-0,7%
824,9;-0,7%
825,4;-0,7%
825,9;-0,7%
826,3;-0,7%
826,8;-0,7%
827,3;-0,7%
827,8;-0,7%
828,3;-0,7%
828,8;-0,7%
829,2;-0,7%
829,7;-0,7%
830,2;-0,7%
830,7;-0,7%
831,2;-0,7%
831,7;-0,8%
832,1;-0,8%
832,6;-0,8%
833,1;-0,8%
833,6;-0,7%
834,1;-0,7%
834,5;-0,7%
835,0;-0,7%
835,5;-0,7%
836,0;-0,7%
836,5;-0,7%
837,0;-0,7%
837,4;-0,7%
837,9;-0,7%
838,4;-0,7%
838,9;-0,7%
839,4;-0,7%
839,8;-0,7%
840,3;-0,7%
840,8;-0,7%
841,3;-0,7%
841,8;-0,7%
842,3;-0,8%
842,7;-0,8%
843,2;-0,8%
843,7;-0,8%
844,2;-0,8%
844,7;-0,8%
845,2;-0,8%
845,6;-0,8%
846,1;-0,8%
846,6;-0,8%
847,1;-0,8%
847,6;-0,8%
848,0;-0,8%
848,5;-0,8%
849,0;-0,8%
849,5;-0,8%
850,0;-0,8%
850,5;-0,8%
850,9;-0,8%
851,4;-0,8%
851,9;-0,8%
852,4;-0,8%
852,9;-0,8%
853,3;-0,8%
853,8;-0,8%
854,3;-0,8%
854,8;-0,8%
855,3;-0,8%
855,8;-0,8%
856,2;-0,8%
856,7;-0,8%
857,2;-0,8%
857,7;-0,8%
858,2;-0,8%
858,7;-0,8%
859,1;-0,8%
859,6;-0,8%
860,1;-0,8%
860,6;-0,8%
861,1;-0,8%
861,5;-0,8%
862,0;-0,8%
862,5;-0,8%
863,0;-0,8%
863,5;-0,8%
864,0;-0,8%
864,4;-0,8%
864,9;-0,8%
865,4;-0,8%
865,9;-0,8%
866,4;-0,8%
866,8;-0,8%
867,3;-0,8%
867,8;-0,8%
868,3;-0,8%
868,8;-0,8%
869,3;-0,8%
869,7;-0,8%
870,2;-0,8%
870,7;-0,8%
871,2;-0,8%
871,7;-0,8%
872,1;-0,8%
872,6;-0,8%
873,1;-0,8%
873,6;-0,8%
874,1;-0,8%
874,6;-0,8%
875,0;-0,8%
875,5;-0,8%
876,0;-0,8%
876,5;-0,8%
877,0;-0,8%
877,5;-0,8%
877,9;-0,8%
878,4;-0,8%
878,9;-0,8%
879,4;-0,8%
879,9;-0,8%
880,3;-0,8%
880,8;-0,8%
881,3;-0,8%
881,8;-0,8%
882,3;-0,8%
882,8;-0,8%
883,2;-0,8%
883,7;-0,8%
884,2;-0,8%
884,7;-0,8%
885,2;-0,8%
885,6;-0,8%
886,1;-0,8%
886,6;-0,8%
887,1;-0,8%
887,6;-0,8%
888,1;-0,8%
888,5;-0,8%
889,0;-0,8%
889,5;-0,8%
890,0;-0,8%
890,5;-0,8%
891,0;-0,8%
891,4;-0,8%
891,9;-0,8%
892,4;-0,8%
892,9;-0,8%
893,4;-0,8%
893,8;-0,8%
894,3;-0,8%
894,8;-0,8%
895,3;-0,8%
895,8;-0,8%
896,3;-0,8%
896,7;-0,8%
897,2;-0,8%
897,7;-0,8%
898,2;-0,8%
898,7;-0,8%
899,1;-0,8%
899,6;-0,8%
900,1;-0,8%
900,6;-0,8%
901,1;-0,8%
901,6;-0,8%
902,0;-0,8%
902,5;-0,8%
903,0;-0,8%
903,5;-0,8%
904,0;-0,8%
904,5;-0,8%
904,9;-0,8%
905,4;-0,8%
905,9;-0,8%
906,4;-0,8%
906,9;-0,8%
907,3;-0,8%
907,8;-0,8%
908,3;-0,8%
908,8;-0,8%
909,3;-0,8%
909,8;-0,8%
910,2;-0,8%
910,7;-0,8%
911,2;-0,8%
911,7;-0,8%
912,2;-0,8%
912,6;-0,8%
913,1;-0,8%
913,6;-0,8%
914,1;-0,8%
914,6;-0,8%
915,1;-0,8%
915,5;-0,8%
916,0;-0,8%
916,5;-0,8%
917,0;-0,8%
917,5;-0,8%
918,0;-0,8%
918,4;-0,8%
918,9;-0,8%
919,4;-0,8%
919,9;-0,8%
920,4;-0,8%
920,8;-0,8%
921,3;-0,8%
921,8;-0,8%
922,3;-0,8%
922,8;-0,8%
923,3;-0,8%
923,7;-0,8%
924,2;-0,8%
924,7;-0,8%
925,2;-0,8%
925,7;-0,8%
926,1;-0,8%
926,6;-0,8%
927,1;-0,8%
927,6;-0,8%
928,1;-0,8%
928,6;-0,8%
929,0;-0,8%
929,5;-0,8%
930,0;-0,8%
930,5;-0,8%
931,0;-0,8%
931,4;-0,8%
931,9;-0,8%
932,4;-0,8%
932,9;-0,8%
933,4;-0,8%
933,9;-0,8%
934,3;-0,8%
934,8;-0,8%
935,3;-0,8%
935,8;-0,8%
936,3;-0,8%
936,8;-0,8%
937,2;-0,8%
937,7;-0,8%
938,2;-0,8%
938,7;-0,8%
939,2;-0,8%
939,6;-0,8%
940,1;-0,8%
940,6;-0,8%
941,1;-0,8%
941,6;-0,8%
942,1;-0,8%
942,5;-0,8%
943,0;-0,8%
943,5;-0,8%
944,0;-0,8%
944,5;-0,8%
944,9;-0,8%
945,4;-0,8%
945,9;-0,8%
946,4;-0,8%
946,9;-0,8%
947,4;-0,8%
947,8;-0,8%
948,3;-0,8%
948,8;-0,8%
949,3;-0,8%
949,8;-0,8%
950,3;-0,8%
950,7;-0,8%
951,2;-0,8%
951,7;-0,8%
952,2;-0,8%
952,7;-0,8%
953,1;-0,8%
953,6;-0,8%
954,1;-0,8%
954,6;-0,8%
955,1;-0,8%
955,6;-0,8%
956,0;-0,8%
956,5;-0,8%
957,0;-0,8%
957,5;-0,8%
958,0;-0,8%
958,4;-0,8%
958,9;-0,8%
959,4;-0,8%
959,9;-0,8%
960,4;-0,8%
960,9;-0,8%
961,3;-0,8%
961,8;-0,8%
962,3;-0,8%
962,8;-0,8%
963,3;-0,8%
963,8;-0,8%
964,2;-0,8%
964,7;-0,8%
965,2;-0,8%
965,7;-0,8%
966,2;-0,8%
966,6;-0,8%
967,1;-0,8%
967,6;-0,8%
968,1;-0,8%
968,6;-0,8%
969,1;-0,8%
969,5;-0,8%
970,0;-0,8%
970,5;-0,8%
971,0;-0,8%
971,5;-0,8%
971,9;-0,8%
972,4;-0,8%
972,9;-0,8%
973,4;-0,8%
973,9;-0,8%
974,4;-0,8%
974,8;-0,8%
975,3;-0,8%
975,8;-0,8%
976,3;-0,8%
976,8;-0,8%
977,3;-0,8%
977,7;-0,8%
978,2;-0,8%
978,7;-0,8%
979,2;-0,8%
979,7;-0,8%
980,1;-0,8%
980,6;-0,8%
981,1;-0,8%
981,6;-0,8%
982,1;-0,8%
982,6;-0,8%
983,0;-0,8%
983,5;-0,8%
984,0;-0,8%
984,5;-0,8%
985,0;-0,8%
985,4;-0,8%
985,9;-0,8%
986,4;-0,8%
986,9;-0,8%
987,4;-0,8%
987,9;-0,8%
988,3;-0,8%
988,8;-0,8%
989,3;-0,8%
989,8;-0,7%
990,3;-0,7%
990,8;-0,7%
991,2;-0,7%
991,7;-0,7%
992,2;-0,7%
992,7;-0,7%
993,2;-0,7%
993,6;-0,7%
994,1;-0,7%
994,6;-0,7%
995,1;-0,7%
995,6;-0,7%
996,1;-0,7%
996,5;-0,7%
997,0;-0,7%
997,5;-0,7%
998,0;-0,7%
998,5;-0,7%
998,9;-0,7%
999,4;-0,7%
999,9;-0,7%
1000,4;-0,7%
1000,9;-0,7%
1001,4;-0,7%
1001,8;-0,7%
1002,3;-0,7%
1002,8;-0,7%
1003,3;-0,7%
1003,8;-0,7%
1004,2;-0,7%
1004,7;-0,7%
1005,2;-0,6%
1005,7;-0,6%
1006,2;-0,6%
1006,7;-0,6%
1007,1;-0,6%
1007,6;-0,6%
1008,1;-0,6%
1008,6;-0,6%
1009,1;-0,6%
1009,6;-0,6%
1010,0;-0,5%
1010,5;-0,5%
1011,0;-0,5%
1011,5;-0,5%
1012,0;-0,5%
1012,4;-0,5%
1012,9;-0,5%
1013,4;-0,5%
1013,9;-0,5%
1014,4;-0,5%
1014,9;-0,5%
1015,3;-0,5%
1015,8;-0,4%
1016,3;-0,4%
1016,8;-0,4%
1017,3;-0,4%
1017,7;-0,4%
1018,2;-0,4%
1018,7;-0,4%
1019,2;-0,4%
1019,7;-0,4%
1020,2;-0,4%
1020,6;-0,4%
1021,1;-0,4%
1021,6;-0,4%
1022,1;-0,4%
1022,6;-0,4%
1023,1;-0,4%
1023,5;-0,4%
1024,0;-0,4%
1024,5;-0,4%
1025,0;-0,5%
1025,5;-0,5%
1025,9;-0,5%
1026,4;-0,5%
1026,9;-0,5%
1027,4;-0,5%
1027,9;-0,5%
1028,4;-0,4%
1028,8;-0,4%
1029,3;-0,4%
1029,8;-0,4%
1030,3;-0,4%
1030,8;-0,4%
1031,2;-0,4%
1031,7;-0,4%
1032,2;-0,4%
1032,7;-0,4%
1033,2;-0,4%
1033,7;-0,4%
1034,1;-0,4%
1034,6;-0,4%
1035,1;-0,3%
1035,6;-0,3%
1036,1;-0,3%
1036,6;-0,3%
1037,0;-0,3%
1037,5;-0,3%
1038,0;-0,3%
1038,5;-0,3%
1039,0;-0,3%
1039,4;-0,3%
1039,9;-0,3%
1040,4;-0,2%
1040,9;-0,2%
1041,4;-0,2%
1041,9;-0,2%
1042,3;-0,2%
1042,8;-0,2%
1043,3;-0,2%
1043,8;-0,2%
1044,3;-0,2%
1044,7;-0,2%
1045,2;-0,2%
1045,7;-0,2%
1046,2;-0,2%
1046,7;-0,2%
1047,2;-0,2%
1047,6;-0,2%
1048,1;-0,2%
1048,6;-0,2%
1049,1;-0,2%
1049,6;-0,3%
1050,1;-0,3%
1050,5;-0,3%
1051,0;-0,3%
1051,5;-0,3%
1052,0;-0,3%
1052,5;-0,3%
1052,9;-0,3%
1053,4;-0,3%
1053,9;-0,3%
1054,4;-0,4%
1054,9;-0,4%
1055,4;-0,4%
1055,8;-0,4%
1056,3;-0,4%
1056,8;-0,4%
1057,3;-0,4%
1057,8;-0,4%
1058,2;-0,4%
1058,7;-0,4%
1059,2;-0,4%
1059,7;-0,4%
1060,2;-0,4%
1060,7;-0,4%
1061,1;-0,4%
1061,6;-0,4%
1062,1;-0,4%
1062,6;-0,4%
1063,1;-0,4%
1063,6;-0,4%
1064,0;-0,4%
1064,5;-0,4%
1065,0;-0,4%
1065,5;-0,4%
1066,0;-0,4%
1066,4;-0,4%
1066,9;-0,4%
1067,4;-0,4%
1067,9;-0,4%
1068,4;-0,4%
1068,9;-0,4%
1069,3;-0,4%
1069,8;-0,4%
1070,3;-0,4%
1070,8;-0,4%
1071,3;-0,4%
1071,7;-0,4%
